time, x, y, z
0.13062, 0.38281, -1.42188, 2.57812 
0.13094, 0.28125, 5.40625, 2.63281 
0.13125, -0.65625, 8.75000, 2.50000 
0.13156, -0.65625, 8.93750, 0.35156 
0.13187, -1.07812, 4.56250, -0.78125 
0.13219, 0.38281, -1.17188, -1.96875 
0.13250, 0.38281, -1.17188, -1.96875 
0.13281, -0.07031, -6.62500, -1.16406 
0.13312, 0.88281, -8.75781, -0.21875 
0.13344, 1.13281, -7.51562, 1.75000 
0.13375, 0.44531, -2.14844, 2.57031 
0.13406, 0.23438, 4.35156, 2.66406 
0.13437, -0.28906, 8.37500, 2.47656 
0.13469, -0.87500, 9.09375, 0.71094 
0.13500, -0.75000, 5.29688, -0.46094 
0.13531, -0.07812, 0.07812, -1.49219 
0.13562, -0.22656, -5.62500, -1.17188 
0.13594, 1.07812, -8.53906, -0.50781 
0.13625, 1.16406, -8.21875, 1.67969 
0.13656, 0.54688, -3.00781, 2.89844 
0.13687, 0.38281, 2.99219, 3.01562 
0.13719, -0.20312, 7.89844, 3.14844 
0.13750, -0.99219, 9.17969, 1.30469 
0.13781, -0.63281, 6.13281, -0.25000 
0.13812, -0.14844, 0.98438, -1.10938 
0.13844, -0.64062, -4.94531, -0.61719 
0.13875, 1.28906, -8.45312, -0.50781 
0.13906, 0.87500, -8.85156, 1.78125 
0.13937, 0.68750, -3.89844, 2.92188 
0.13969, 0.59375, 1.60938, 3.21875 
0.14000, -0.06250, 7.46875, 3.50000 
0.14031, -1.03906, 9.09375, 2.20312 
0.14062, -0.28906, 6.77344, -0.05469 
0.14094, -0.64844, 1.69531, -0.90625 
0.14125, -0.10156, -4.26562, -0.87500 
0.14156, 0.71875, -8.34375, -0.03906 
0.14188, 0.80469, -9.17188, 1.35938 
0.14219, 0.92969, -4.68750, 2.74219 
0.14250, 0.44531, 0.36719, 3.15625 
0.14281, 0.02344, 6.74219, 3.09375 
0.14313, -0.71094, 8.90625, 2.05469 
0.14344, -0.49219, 7.53125, 0.34375 
0.14375, -0.73438, 2.76562, -0.73438 
0.14406, -0.73438, 2.76562, -0.73438 
0.14438, 0.53906, -3.29688, -1.56250 
0.14469, -0.02344, -7.99219, -0.28125 
0.14500, 1.14844, -9.12500, 1.02344 
0.14531, 0.53906, -5.85938, 2.35156 
0.14563, 0.43750, -0.58594, 2.62500 
0.14594, 0.42969, 5.89844, 2.59375 
0.14625, -0.77344, 8.67969, 1.98438 
0.14656, -0.46875, 8.50000, 0.42188 
0.14688, -0.98438, 3.88281, -0.34375 
0.14719, 0.14844, -1.93750, -1.79688 
0.14750, 0.39062, -7.57812, -1.21875 
0.14781, -0.06250, -9.09375, 0.20312 
0.14813, 1.57812, -6.75000, 1.85938 
0.14844, -0.39844, -1.36719, 3.06250 
0.14875, 0.47656, 5.28906, 2.21875 
0.14906, 0.19531, 8.35938, 1.57812 
0.14938, -1.11719, 8.90625, 0.81250 
0.14969, -0.55469, 4.82812, -0.15625 
0.15000, -0.05469, -0.83594, -1.32812 
0.15031, -0.07812, -6.63281, -1.15625 
0.15063, 1.52344, -8.82812, -0.79688 
0.15094, 1.00781, -7.44531, 1.74219 
0.15125, 0.45312, -1.92188, 3.47656 
0.15156, 1.07812, 3.86719, 2.61719 
0.15188, -0.98438, 8.21094, 2.75000 
0.15219, 0.17969, 9.04688, 0.22656 
0.15250, -1.00000, 5.63281, 0.33594 
0.15281, -0.13281, 0.32031, -1.25000 
0.15313, -0.36719, -5.89844, -0.59375 
0.15344, 1.40625, -8.56250, -0.88281 
0.15375, 0.84375, -8.50000, 1.38281 
0.15406, 1.16406, -3.13281, 2.57031 
0.15438, -1.42969, 2.75000, 4.20312 
0.15469, 0.75000, 7.67969, 2.32031 
0.15500, -1.53906, 9.21875, 1.78125 
0.15531, -0.35156, 6.35938, -0.25781 
0.15563, -0.77344, 1.06250, -0.63281 
0.15594, 0.10156, -5.10938, -0.96094 
0.15625, 0.55469, -8.58594, 0.11719 
0.15656, 0.55469, -8.58594, 0.11719 
0.15688, 1.38281, -8.69531, 1.02344 
0.15719, 0.64062, -3.85156, 3.09375 
0.15750, 0.60156, 1.38281, 3.32812 
0.15781, -0.39844, 7.33594, 3.72656 
0.15813, -0.46094, 8.95312, 1.68750 
0.15844, -0.67188, 7.05469, 0.25000 
0.15875, -0.40625, 1.75781, -1.03906 
0.15906, -0.08594, -4.26562, -0.82031 
0.15938, 0.71094, -8.30469, -0.25781 
0.15969, 0.67969, -9.10938, 1.25000 
0.16000, 0.95312, -4.89844, 2.41406 
0.16031, 0.37500, 0.05469, 3.14844 
0.16062, -0.12500, 6.58594, 3.05469 
0.16094, -0.75000, 8.89844, 2.25781 
0.16125, -0.50000, 7.85156, 0.35156 
0.16156, -0.78906, 3.03125, -0.92969 
0.16187, 0.33594, -3.16406, -1.59375 
0.16219, 0.42969, -7.90625, -0.77344 
0.16250, 0.66406, -9.17969, 0.71094 
0.16281, 0.96875, -6.03906, 2.12500 
0.16312, 0.44531, -0.78125, 2.78125 
0.16344, 0.09375, 5.92969, 2.65625 
0.16375, -0.63281, 8.92969, 2.13281 
0.16406, -0.52344, 8.61719, 0.25000 
0.16437, -1.11719, 3.94531, -0.73438 
0.16469, 0.26562, -1.97656, -1.75000 
0.16500, 0.13281, -7.24219, -1.09375 
0.16531, 0.80469, -8.89844, -0.09375 
0.16562, 1.09375, -6.99219, 1.94531 
0.16594, 0.46094, -1.50000, 2.74219 
0.16625, 0.17969, 5.00781, 2.89062 
0.16656, -0.36719, 8.56250, 2.42188 
0.16687, -0.90625, 8.99219, 0.46094 
0.16719, -0.86719, 4.75781, -0.69531 
0.16750, 0.15625, -0.71094, -1.54688 
0.16781, 0.15625, -0.71094, -1.54688 
0.16812, -0.25781, -6.25000, -0.85156 
0.16844, 0.97656, -8.63281, -0.28125 
0.16875, 1.21094, -7.72656, 1.75000 
0.16906, 0.46875, -2.44531, 2.84375 
0.16937, 0.35938, 3.73438, 3.00000 
0.16969, -0.25000, 8.19531, 2.99219 
0.17000, -1.17969, 9.18750, 1.20312 
0.17031, -0.57031, 5.69531, -0.45312 
0.17062, -0.26562, 0.40625, -1.37500 
0.17094, -0.12500, -5.43750, -0.76562 
0.17125, 0.81250, -8.57031, -0.03906 
0.17156, 1.24219, -8.65625, 1.75000 
0.17188, 0.68750, -3.39844, 3.00781 
0.17219, 0.34375, 2.44531, 3.28125 
0.17250, -0.07031, 7.85938, 3.28906 
0.17281, -1.05469, 9.30469, 1.78906 
0.17313, -0.51562, 6.28125, -0.07812 
0.17344, -0.35156, 1.11719, -1.14062 
0.17375, 0.13281, -4.85938, -0.87500 
0.17406, 0.68750, -8.34375, -0.13281 
0.17438, 1.21094, -9.00781, 1.86719 
0.17469, 0.68750, -4.05469, 3.00781 
0.17500, 0.42188, 1.16406, 2.94531 
0.17531, 0.37500, 7.30469, 2.71094 
0.17563, -1.05469, 9.03906, 2.20312 
0.17594, -0.47656, 7.00000, 0.21875 
0.17625, -0.69531, 1.92969, -0.58594 
0.17656, 0.07812, -4.07812, -1.46875 
0.17688, 1.12500, -8.13281, -0.64062 
0.17719, 0.43750, -9.14844, 1.22656 
0.17750, 1.17969, -5.00000, 2.85938 
0.17781, 0.65625, -0.18750, 2.79688 
0.17813, -0.50000, 6.50000, 2.80469 
0.17844, 0.31250, 8.87500, 1.16406 
0.17875, -0.92188, 7.90625, 0.71094 
0.17906, -0.73438, 3.30469, -0.64062 
0.17938, 0.05469, -3.00781, -1.43750 
0.17969, 0.64062, -7.84375, -1.08594 
0.18000, 0.64062, -7.84375, -1.08594 
0.18031, 1.10156, -9.02344, 0.29688 
0.18063, 1.46094, -6.22656, 2.00000 
0.18094, -0.16406, -0.61719, 3.39062 
0.18125, 0.80469, 5.39844, 2.42969 
